solving instance mcf nodes c41 3 6 cubic
presolving:
(round 1, fast)       288 del vars, 288 del conss, 0 add conss, 20 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 2, fast)       576 del vars, 288 del conss, 0 add conss, 20 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 3, fast)       576 del vars, 288 del conss, 0 add conss, 20 chg bounds, 288 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 4, exhaustive) 576 del vars, 288 del conss, 0 add conss, 20 chg bounds, 288 chg sides, 0 chg coeffs, 20 upgd conss, 0 impls, 0 clqs
   (0.2s) probing cycle finished: starting next cycle
(round 5, exhaustive) 593 del vars, 288 del conss, 0 add conss, 23 chg bounds, 288 chg sides, 0 chg coeffs, 20 upgd conss, 3419 impls, 0 clqs
(round 6, fast)       593 del vars, 305 del conss, 0 add conss, 40 chg bounds, 288 chg sides, 0 chg coeffs, 20 upgd conss, 3419 impls, 0 clqs
   (0.2s) probing cycle finished: starting next cycle
   (0.2s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (0.2s) no symmetry present (symcode time: 0.00)
presolving (7 rounds: 7 fast, 3 medium, 3 exhaustive):
 593 deleted vars, 305 deleted constraints, 0 added constraints, 40 tightened bounds, 0 added holes, 288 changed sides, 0 changed coefficients
 3419 implications, 0 cliques
presolved problem has 11563 variables (3 bin, 0 int, 0 impl, 11560 cont) and 1131 constraints
      3 constraints of type <varbound>
   1108 constraints of type <linear>
     20 constraints of type <nonlinear>
Presolving Time: 0.21

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
t 2.3s|     1 |     0 | 10330 |     - |  trysol|   0 |  11k|1131 |1211 |   0 |  0 |   0 |   0 |-1.052321e+05 | 6.458200e+04 |    Inf | unknown
  4.4s|     1 |     0 | 20762 |     - |    74M |   0 |  11k|1131 |1211 |   0 |  0 |   0 |   0 |-1.045307e+05 | 6.458200e+04 |    Inf | unknown
L1173s|     1 |     0 | 20762 |     - |  subnlp|   0 |  11k|1131 |1211 |   0 |  0 |   0 |   0 |-1.045307e+05 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 20995 |     - |    75M |   0 |  11k|1131 |1217 |   6 |  1 |   0 |   0 |-9.848810e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 20995 |     - |    75M |   0 |  11k|1131 |1217 |   6 |  1 |   0 |   0 |-9.848810e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 21152 |     - |    75M |   0 |  11k|1131 |1223 |  12 |  2 |   0 |   0 |-9.328552e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 21181 |     - |    77M |   0 |  11k|1131 |1230 |  19 |  3 |   0 |   0 |-9.172911e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 21219 |     - |    78M |   0 |  11k|1131 |1234 |  23 |  4 |   0 |   0 |-9.156260e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 21250 |     - |    78M |   0 |  11k|1131 |1238 |  27 |  5 |   0 |   0 |-9.150361e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 21260 |     - |    78M |   0 |  11k|1131 |1242 |  31 |  6 |   0 |   0 |-9.148034e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 21264 |     - |    78M |   0 |  11k|1131 |1246 |  35 |  7 |   0 |   0 |-9.147785e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 21268 |     - |    78M |   0 |  11k|1131 |1250 |  39 |  8 |   0 |   0 |-9.147692e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 21272 |     - |    78M |   0 |  11k|1131 |1254 |  43 |  9 |   0 |   0 |-9.147655e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 21276 |     - |    78M |   0 |  11k|1131 |1258 |  47 | 10 |   0 |   0 |-9.147652e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 21280 |     - |    78M |   0 |  11k|1131 |1262 |  51 | 11 |   0 |   0 |-9.147650e+04 | 2.639949e+04 |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 1174s|     1 |     0 | 21284 |     - |    79M |   0 |  11k|1131 |1266 |  55 | 12 |   0 |   0 |-9.147650e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 21288 |     - |    79M |   0 |  11k|1131 |1270 |  59 | 13 |   0 |   0 |-9.147650e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 21292 |     - |    79M |   0 |  11k|1131 |1274 |  63 | 14 |   0 |   0 |-9.147650e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 21296 |     - |    79M |   0 |  11k|1131 |1216 |  67 | 15 |   0 |   0 |-9.147650e+04 | 2.639949e+04 |    Inf | unknown
 1174s|     1 |     0 | 21300 |     - |    79M |   0 |  11k|1131 |1220 |  71 | 16 |   0 |   0 |-9.147650e+04 | 2.639949e+04 |    Inf | unknown
 1175s|     1 |     0 | 23720 |     - |    80M |   0 |  11k|1131 |1220 |  71 | 16 |   0 |   0 |-7.979976e+04 | 2.639949e+04 |    Inf | unknown
 1175s|     1 |     0 | 23874 |     - |    80M |   0 |  11k|1131 |1215 |  77 | 17 |   0 |   0 |-7.753542e+04 | 2.639949e+04 |    Inf | unknown
 1175s|     1 |     0 | 23889 |     - |    80M |   0 |  11k|1131 |1220 |  82 | 18 |   0 |   0 |-7.664192e+04 | 2.639949e+04 |    Inf | unknown
 1175s|     1 |     0 | 23956 |     - |    80M |   0 |  11k|1131 |1225 |  87 | 19 |   0 |   0 |-7.613177e+04 | 2.639949e+04 |    Inf | unknown
 1175s|     1 |     0 | 24083 |     - |    80M |   0 |  11k|1131 |1230 |  92 | 20 |   0 |   0 |-7.585309e+04 | 2.639949e+04 |    Inf | unknown
 1175s|     1 |     0 | 24149 |     - |    80M |   0 |  11k|1131 |1235 |  97 | 21 |   0 |   0 |-7.572023e+04 | 2.639949e+04 |    Inf | unknown
 1175s|     1 |     0 | 24160 |     - |    80M |   0 |  11k|1131 |1240 | 102 | 22 |   0 |   0 |-7.569435e+04 | 2.639949e+04 |    Inf | unknown
 1175s|     1 |     0 | 24165 |     - |    80M |   0 |  11k|1131 |1221 | 107 | 23 |   0 |   0 |-7.568522e+04 | 2.639949e+04 |    Inf | unknown
 1175s|     1 |     0 | 24170 |     - |    80M |   0 |  11k|1131 |1226 | 112 | 24 |   0 |   0 |-7.568326e+04 | 2.639949e+04 |    Inf | unknown
 1176s|     1 |     0 | 24175 |     - |    80M |   0 |  11k|1131 |1231 | 117 | 25 |   0 |   0 |-7.568272e+04 | 2.639949e+04 |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 1176s|     1 |     0 | 24180 |     - |    80M |   0 |  11k|1131 |1236 | 122 | 26 |   0 |   0 |-7.568259e+04 | 2.639949e+04 |    Inf | unknown
 1176s|     1 |     0 | 24185 |     - |    80M |   0 |  11k|1131 |1241 | 127 | 27 |   0 |   0 |-7.568256e+04 | 2.639949e+04 |    Inf | unknown
 1176s|     1 |     0 | 24190 |     - |    80M |   0 |  11k|1131 |1246 | 132 | 28 |   0 |   0 |-7.568256e+04 | 2.639949e+04 |    Inf | unknown
 1176s|     1 |     0 | 24195 |     - |    80M |   0 |  11k|1131 |1214 | 137 | 29 |   0 |   0 |-7.568255e+04 | 2.639949e+04 |    Inf | unknown
 1176s|     1 |     0 | 24200 |     - |    80M |   0 |  11k|1131 |1219 | 142 | 30 |   0 |   0 |-7.568255e+04 | 2.639949e+04 |    Inf | unknown
 1176s|     1 |     0 | 24205 |     - |    80M |   0 |  11k|1131 |1224 | 147 | 31 |   0 |   0 |-7.568255e+04 | 2.639949e+04 |    Inf | unknown
 1176s|     1 |     0 | 24208 |     - |    80M |   0 |  11k|1131 |1227 | 150 | 32 |   0 |   0 |-7.568255e+04 | 2.639949e+04 |    Inf | unknown
d1445s|     1 |     0 | 24208 |     - |    mpec|   0 |  11k|1131 |1227 | 150 | 33 |   0 |   0 |-7.568255e+04 | 2.484874e+04 |    Inf | unknown
 1445s|     1 |     0 | 24208 |     - |    83M |   0 |  11k|1131 |1227 | 150 | 33 |   0 |   0 |-7.568255e+04 | 2.484874e+04 |    Inf | unknown
 1445s|     1 |     0 | 24214 |     - |    83M |   0 |  11k|1131 |1233 | 156 | 34 |   0 |   0 |-7.568255e+04 | 2.484874e+04 |    Inf | unknown
 1445s|     1 |     0 | 24220 |     - |    83M |   0 |  11k|1131 |1239 | 162 | 36 |   0 |   0 |-7.568255e+04 | 2.484874e+04 |    Inf | unknown
 1445s|     1 |     0 | 24226 |     - |    83M |   0 |  11k|1131 |1215 | 168 | 38 |   0 |   0 |-7.568255e+04 | 2.484874e+04 |    Inf | unknown
 1445s|     1 |     0 | 24232 |     - |    83M |   0 |  11k|1131 |1221 | 174 | 40 |   0 |   0 |-7.568255e+04 | 2.484874e+04 |    Inf | unknown
 1445s|     1 |     0 | 24238 |     - |    83M |   0 |  11k|1131 |1227 | 180 | 42 |   0 |   0 |-7.568255e+04 | 2.484874e+04 |    Inf | unknown
 1445s|     1 |     0 | 24243 |     - |    83M |   0 |  11k|1131 |1232 | 185 | 44 |   0 |   0 |-7.568255e+04 | 2.484874e+04 |    Inf | unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 1445s|     1 |     2 | 24243 |     - |    84M |   0 |  11k|1131 |1232 | 185 | 45 |   0 |   0 |-7.568255e+04 | 2.484874e+04 |    Inf | unknown
 1603s|   100 |   101 | 36781 | 255.3 |    90M |  11 |  11k|1131 |1189 |1739 | 14 |   0 |   0 |-7.327725e+04 | 2.484874e+04 |    Inf | unknown
 1629s|   200 |   201 | 63291 | 260.2 |    93M |  15 |  11k|1131 |1192 |3232 | 15 |   0 |   0 |-7.316000e+04 | 2.484874e+04 |    Inf | unknown
 1671s|   300 |   301 |148264 | 457.4 |    94M |  15 |  11k|1131 |1197 |4784 | 14 |   0 |   0 |-7.295551e+04 | 2.484874e+04 |    Inf | unknown
 1716s|   400 |   401 |250236 | 598.3 |    95M |  17 |  11k|1131 |1212 |6399 | 14 |   0 |   0 |-7.290927e+04 | 2.484874e+04 |    Inf | unknown
 1762s|   500 |   501 |363142 | 704.7 |    96M |  17 |  11k|1131 |1197 |7726 |  3 |   0 |   0 |-7.288539e+04 | 2.484874e+04 |    Inf | unknown
 1807s|   600 |   601 |484453 | 789.6 |    98M |  19 |  11k|1131 |1202 |8791 | 13 |   0 |   0 |-7.286613e+04 | 2.484874e+04 |    Inf | unknown
 1859s|   700 |   701 |628730 | 883.0 |    98M |  19 |  11k|1131 |1209 |9970 |  3 |   0 |   0 |-7.283656e+04 | 2.484874e+04 |    Inf | unknown
